Seed,DilutionRate,Species_ID,CUE,C_final
52,0.001,13,0.11847083092388355,3.1545642842610215e-17
52,0.001,14,0.132560431101133,1.0714846735280962e-16
52,0.001,15,0.09059052738700488,9.251119823868107e-22
52,0.001,16,0.1825338068392384,7.132829532836157e-13
52,0.001,17,0.15611755906362026,3.79840348575868e-13
52,0.001,18,0.22406612307624563,8.02638559746325e-05
52,0.001,19,0.18016077272295736,4.833909602141053e-11
52,0.001,20,0.16774986155203883,8.827805559445224e-13
52,0.001,21,0.17870550674545402,3.050275976268517e-11
52,0.001,22,0.15436727706228634,7.072398825854291e-16
52,0.001,23,0.20965583999212412,1.3873122414873067e-08
52,0.001,24,0.14029703009348887,1.271846038139469e-15
52,0.001,25,0.0990877596284162,2.0740035544067966e-21
52,0.001,26,0.1839108101244287,1.7211136309147875e-12
52,0.001,27,-0.060300892068430846,4.601395007720633e-35
52,0.001,28,0.209949550271405,4.319081554604897e-09
52,0.001,29,0.0673401061025485,1.3019112255951577e-23
52,0.001,30,0.18028948627109262,1.2960306388154508e-11
52,0.001,31,0.13925676286541996,6.354315691296143e-16
52,0.001,32,-0.02432874570251789,3.9492316635559883e-32
52,0.001,33,0.254225814672347,1.4379408417175294
52,0.001,34,0.1298189573215731,4.1855437931942025e-18
52,0.001,35,0.05900519201975882,2.4037666900705073e-26
52,0.001,36,0.1500737749937557,3.6894642584380573e-13
52,0.001,37,0.1604199722435589,5.837271966354012e-14
52,0.001,38,0.1691135725399419,4.3530827477244516e-13
52,0.001,39,0.2016629156014776,2.337210872949203e-10
52,0.001,40,0.024329472189342807,6.155954345163619e-29
52,0.001,41,0.2180129295184771,3.297491932339426e-08
52,0.001,42,0.17526998194294766,7.230273866938592e-11
52,0.001,43,0.19568705578317708,1.4991996573930248e-09
52,0.001,44,0.09338982451490405,2.4916503966403612e-20
52,0.001,45,0.13861535140628015,1.3067486086181275e-15
52,0.001,46,0.1682920111041597,3.3937622798363487e-13
52,0.001,47,0.19360952988977134,8.595409033316884e-09
52,0.001,48,0.0751509105955533,1.1552792975232317e-23
52,0.001,49,0.06964778644742046,7.464083013877849e-26
52,0.001,50,0.19976306260122537,1.1657368100340509e-09
52,0.001,51,0.20774311334682025,1.1833695688559934e-08
52,0.001,52,0.16361724162835323,2.291158105786692e-13
52,0.001,53,0.1410141879592048,1.2812429721965733e-15
52,0.001,54,0.28156219652342535,25.91873424483343
52,0.001,55,0.19435601929229965,1.0220457657679223e-08
52,0.001,56,0.13647398582105794,5.3623795519899715e-16
52,0.001,57,0.09912361234968711,2.206796230888109e-19
52,0.001,58,0.17203788777854595,5.671891241275291e-12
52,0.001,59,0.15879299693574156,2.420536022562388e-14
52,0.001,60,0.2491008801172211,0.24417499889258257
52,0.001,61,0.11019420195977088,2.046013802830802e-18
52,0.001,62,0.1443198268802834,7.2424274334005e-18
52,0.001,63,0.15856942498899737,3.056949596344104e-13
52,0.001,64,0.15944237327396701,1.1501013018840487e-13
52,0.001,65,0.11640458116616192,8.130842415423933e-18
52,0.001,66,0.18463679974654915,2.1228255830757815e-10
52,0.001,67,0.16039153083349345,3.945523401914783e-14
52,0.001,68,0.21463244859915986,4.3503125237121043e-07
52,0.001,69,0.13736944039482712,3.949489471660453e-15
