Seed,DilutionRate,Community,Species_ID,Origin,CUE,C_final,Species_Index
50,0.01,Comm1,82,Comm1,0.19952314567158447,0.2874787628829532,975
50,0.01,Comm1,83,Comm1,0.18987669689794187,0.012100830596000119,768
50,0.01,Comm1,84,Comm1,0.16854870121503226,0.0005979090488153045,977
50,0.01,Comm1,85,Comm1,0.17460300978617616,0.002683175943734209,257
50,0.01,Comm1,86,Comm1,0.20998267451946198,0.4006718395518274,563
50,0.01,Comm1,87,Comm1,0.15255247545969064,8.957361430730394e-05,142
50,0.01,Comm1,88,Comm1,0.1731443030291682,0.007435153745993758,463
50,0.01,Comm1,89,Comm1,0.10403865321348833,3.339012370927088e-07,962
50,0.01,Comm1,90,Comm1,0.05786059738233039,8.036067672622762e-10,973
50,0.01,Comm1,91,Comm1,0.13018183061293764,6.519287350318552e-06,815
50,0.01,Comm1,92,Comm1,0.09567478893068021,7.934651255166791e-07,903
50,0.01,Comm1,93,Comm1,0.1488516576318529,1.1091996649252442e-05,836
50,0.01,Comm1,94,Comm1,0.2331752166098883,7.709054224796256,493
50,0.01,Comm1,95,Comm1,0.15285734609354726,0.00027021600445907535,81
50,0.01,Comm1,96,Comm1,0.2345952578825854,16.920245983426682,577
50,0.01,Comm1,97,Comm1,0.08190224236560727,1.0795018010073618e-08,964
50,0.01,Comm1,98,Comm1,0.1854324885276996,0.03959210810083151,139
50,0.01,Comm1,99,Comm1,0.20044724585847662,0.08295959096119608,513
50,0.01,Comm1,100,Comm1,-0.0458873476311356,7.613914257330117e-15,216
50,0.01,Comm2,1,Comm2,0.1073532946082146,1.5431922679552116e-07,517
50,0.01,Comm2,2,Comm2,0.28129134659897503,42.71419250941784,617
50,0.01,Comm2,3,Comm2,0.2017767565045837,0.004685810143123954,229
50,0.01,Comm2,4,Comm2,0.051563145585901506,2.630747128952622e-11,80
50,0.01,Comm2,5,Comm2,0.24741160412457655,4.7537536149717985,129
50,0.01,Comm2,6,Comm2,0.18054678104931474,0.0017846774366176224,567
50,0.01,Comm2,7,Comm2,0.1584415263831687,5.828538608475305e-05,98
50,0.01,Comm2,8,Comm2,0.14024442080951063,2.531899055172479e-06,641
50,0.01,Comm2,9,Comm2,0.151403105593779,1.4975778369794864e-05,844
50,0.01,Comm2,10,Comm2,0.22494035938126472,1.4512767113200957,340
50,0.01,Comm2,11,Comm2,0.12825249355194593,3.2955929849078943e-08,948
50,0.01,Comm2,12,Comm2,0.21732978076093443,0.7147552821071627,757
50,0.01,Comm2,13,Comm2,0.029346644360886548,1.225430197113344e-11,623
50,0.01,Comm2,14,Comm2,0.22480669489545216,1.040881563212673,838
50,0.01,Comm2,15,Comm2,0.12690172314163406,1.2458509904881622e-05,548
50,0.01,Comm2,16,Comm2,0.14775539897815254,7.024741517602923e-06,494
50,0.01,Comm2,17,Comm2,0.18058155051124794,0.00029191466087783135,900
50,0.01,Comm2,18,Comm2,0.17582478328818082,0.00039690993744362086,842
50,0.01,Comm2,19,Comm2,0.18078793240527619,0.00036192786536436145,794
50,0.01,Comm2,20,Comm2,0.16342870999632758,1.071382240668934e-06,909
50,0.01,Comm2,21,Comm2,0.047273037097489284,2.9611035756330513e-10,255
50,0.01,Comm2,22,Comm2,0.19231585546348498,0.005161587826919065,610
50,0.01,Comm2,23,Comm2,0.22686576715559315,1.6967887052829027,966
50,0.01,Comm2,24,Comm2,0.19613171830758067,0.09412577550855543,87
50,0.01,Comm2,25,Comm2,0.20662388997214476,0.20042428519197467,807
50,0.01,Comm2,26,Comm2,0.035825346339751166,4.326376300339281e-11,318
50,0.01,Comm2,27,Comm2,0.11453091037152893,4.0682616875544933e-07,179
50,0.01,Comm2,28,Comm2,0.09734397980345565,2.2028993819305495e-08,473
50,0.01,Comm2,29,Comm2,0.14302801751055724,2.817865473549951e-06,530
50,0.01,Comm2,30,Comm2,0.17397661848602497,0.00020004487635068947,211
50,0.01,Comm2,31,Comm2,0.13543408895872613,1.616626558917759e-07,536
50,0.01,Comm2,32,Comm2,0.1543017657267469,6.865973545060785e-07,676
50,0.01,Comm2,33,Comm2,0.2055528288777723,0.012506796448108681,302
50,0.01,Comm2,34,Comm2,0.18082915455646245,0.0014569076409048885,202
50,0.01,Comm2,35,Comm2,0.13592837389563675,1.716111426213231e-07,870
50,0.01,Comm2,36,Comm2,0.16655705870820287,0.0004080819005034093,23
